index,instance,trait,trait_real,trait_predicted,low_prob,high_prob,most_contribute,most_contribute_2,most_contribute_3,most_contribute_4,most_contribute_5,most_contribute_to_low,most_contribute_to_high,accuracy
23,8,Emotional Stability,0,0,0.53125,0.46875,freq_Photography,freq_Business,freq_Productivity,freq_Books...Reference,dur_Personalization,freq_Photography,freq_Productivity,0.6285714286
24,90,Emotional Stability,0,0,0.5625,0.4375,freq_Transportation,dur_News...Magazines,dur_Photography,freq_Productivity,freq_Business,freq_Transportation,dur_Photography,0.6285714286
25,67,Emotional Stability,1,1,0.484375,0.515625,freq_Productivity,freq_Business,freq_Books...Reference,dur_Lifestyle,dur_Personalization,freq_Business,freq_Productivity,0.6285714286
26,77,Emotional Stability,0,1,0.4375,0.5625,dur_Travel...Local,freq_Tools,dur_Personalization,freq_Transportation,dur_News...Magazines,dur_News...Magazines,dur_Travel...Local,0.6285714286
27,114,Emotional Stability,0,1,0.359375,0.640625,dur_Business,freq_Games,dur_Travel...Local,freq_Photography,dur_News...Magazines,dur_Business,freq_Games,0.6285714286
28,14,Emotional Stability,1,0,0.53125,0.46875,dur_Unknown,freq_Transportation,dur_Travel...Local,freq_Tools,dur_Photography,dur_Unknown,dur_Travel...Local,0.6285714286
29,54,Emotional Stability,1,1,0.484375,0.515625,dur_Business,dur_Travel...Local,dur_Lifestyle,dur_News...Magazines,freq_Books...Reference,dur_Business,dur_Travel...Local,0.6285714286
30,13,Emotional Stability,1,1,0.328125,0.671875,dur_Unknown,dur_Travel...Local,dur_Business,freq_Photography,dur_Photography,dur_Unknown,dur_Travel...Local,0.6285714286
31,103,Emotional Stability,0,0,0.65625,0.34375,dur_Business,dur_Travel...Local,freq_Photography,freq_Business,dur_Personalization,dur_Business,dur_Personalization,0.6285714286
32,43,Emotional Stability,1,0,0.5,0.5,freq_Transportation,dur_News...Magazines,freq_Photography,freq_Business,freq_Books...Reference,freq_Transportation,dur_News...Magazines,0.6285714286
33,7,Emotional Stability,0,0,0.625,0.375,freq_Transportation,dur_Travel...Local,freq_Photography,freq_Business,freq_Productivity,freq_Transportation,freq_Productivity,0.6285714286
34,108,Emotional Stability,0,1,0.234375,0.765625,freq_Photography,freq_Tools,freq_Comics,dur_Photography,freq_Business,freq_Comics,freq_Photography,0.6285714286
